,Unnamed: 0,identificativo,fondo,serie,collocazione,copia,collocazione_antica,recto,data,notaio,data_i,data_f,is_digitized,fondo_serie
2171,2171,FV SG Pergamene 6825_2,San Giorgio in Braida (ASVat FV 1),Pergamene,6825_2,Originale,n.d.,n.d.,1078 08 29,Rozo notarius sacri palacii,1078 08 29,,No,FV SG Pergamene
2172,2172,FV SG Pergamene 6920_1,San Giorgio in Braida (ASVat FV 1),Pergamene,6920_1,Originale,n.d.,n.d.,1137 10 04,Trasmundus notarius,1137 10 04,,No,FV SG Pergamene
2173,2173,FV SG Pergamene 6920A,San Giorgio in Braida (ASVat FV 1),Pergamene,6920A,Originale,n.d.,n.d.,1138 12 18,Dodo notarius,1138 12 18,,No,FV SG Pergamene
2174,2174,FV SG Pergamene 6922_1,San Giorgio in Braida (ASVat FV 1),Pergamene,6922_1,Originale,n.d.,n.d.,1138 05 08,Trasmundus notarius,1138 05 08,,No,FV SG Pergamene
2175,2175,FV SG Pergamene 6922A,San Giorgio in Braida (ASVat FV 1),Pergamene,6922A,"Lanfrancus divina gratia sacri pallatii Ficariolensis notarius, copia 1200",n.d.,n.d.,1138 07 02,Gerardus tabellio,1138 07 02,,No,FV SG Pergamene
2176,2176,FV SG Pergamene 6947_1,San Giorgio in Braida (ASVat FV 1),Pergamene,6947_1,Originale,n.d.,n.d.,1145 04 27,Paltonarius notarius sacri palatii,1145 04 27,,No,FV SG Pergamene
2177,2177,FV SG Pergamene 6947A,San Giorgio in Braida (ASVat FV 1),Pergamene,6947A,Originale,n.d.,n.d.,1145 04 27,Paltonarius notarius sacri palatii,1145 04 27,,No,FV SG Pergamene
2178,2178,FV SG Pergamene 6947b,San Giorgio in Braida (ASVat FV 1),Pergamene,6947b,Originale,n.d.,n.d.,1145 04 27,Paltonarius notarius sacri palatii,1145 04 27,,No,FV SG Pergamene
2179,2179,FV SG Pergamene 6970_1,San Giorgio in Braida (ASVat FV 1),Pergamene,6970_1,Originale,n.d.,n.d.,1149 10 31,Oddo notarius,1149 10 31,,No,FV SG Pergamene
2180,2180,FV SG Pergamene 6970A,San Giorgio in Braida (ASVat FV 1),Pergamene,6970A,Originale,n.d.,n.d.,1150 05 25,Iohannes notarius qui Baraterius vocor,1150 05 25,,No,FV SG Pergamene
2181,2181,FV SG Pergamene 7015_1,San Giorgio in Braida (ASVat FV 1),Pergamene,7015_1,Originale,n.d.,n.d.,1157 08 20,Oddo notarius,1157 08 20,,No,FV SG Pergamene
2182,2182,FV SG Pergamene 7015A,San Giorgio in Braida (ASVat FV 1),Pergamene,7015A,Originale,n.d.,n.d.,1157 10 18,Oddo notarius,1157 10 18,,No,FV SG Pergamene
2183,2183,FV SG Pergamene 7138a,San Giorgio in Braida (ASVat FV 1),Pergamene,7138a,Originale,n.d.,n.d.,1168 11 03,Albertus domini imperatoris notarius,1168 11 03,,No,FV SG Pergamene
2184,2184,FV SG Pergamene 7300a,San Giorgio in Braida (ASVat FV 1),Pergamene,7300a,Originale,n.d.,n.d.,1197 11 12,Iohannes notarius domini Henrici inperatoris,1197 11 12,,No,FV SG Pergamene
2185,2185,FV SG Pergamene 7300b,San Giorgio in Braida (ASVat FV 1),Pergamene,7300b,Originale,n.d.,n.d.,1197 11 12,Iohannes notarius domini Henrici inperatoris,1197 11 12,,No,FV SG Pergamene
2186,2186,FV SG Pergamene 7410b,San Giorgio in Braida (ASVat FV 1),Pergamene,7410b,"Marchesinus sacri palatii notarius, copia XII secolo",n.d.,n.d.,1184 05 00,Ardericus imperatoris Federici notarius,1184 05 00,,No,FV SG Pergamene
2187,2187,FV SG Pergamene 7410c,San Giorgio in Braida (ASVat FV 1),Pergamene,7410c,"Marchesinus sacri palatii notarius, copia XII secolo",n.d.,n.d.,1198 07 01,Ardericus imperatoris Federici notarius,1198 07 01,,No,FV SG Pergamene
2188,2188,FV SG Pergamene 7417a,San Giorgio in Braida (ASVat FV 1),Pergamene,7417a,Originale,n.d.,n.d.,1184 11 23,Petrus Domini Federici imperatoris notarius,1184 11 23,,No,FV SG Pergamene
2189,2189,FV SG Pergamene 7417c,San Giorgio in Braida (ASVat FV 1),Pergamene,7417c,Originale,n.d.,n.d.,1184 11 30,Petrus Domini Federici imperatoris notarius,1184 11 30,,No,FV SG Pergamene
2190,2190,FV SG Pergamene 7600a,San Giorgio in Braida (ASVat FV 1),Pergamene,7600a,Originale,n.d.,n.d.,1192 04 29,Aicardus sacri palatii notarius,1192 04 29,,No,FV SG Pergamene
2191,2191,FV SG Pergamene 7660a,San Giorgio in Braida (ASVat FV 1),Pergamene,7660a,Originale,n.d.,n.d.,1194 03 24,Albertus domini imperatoris notarius,1194 03 24,,No,FV SG Pergamene
2192,2192,FV SG Pergamene 7660b,San Giorgio in Braida (ASVat FV 1),Pergamene,7660b,Originale,n.d.,n.d.,1194 03 27,Albertus domini Henrici imperatoris notarius,1194 03 27,,No,FV SG Pergamene
2193,2193,FV SG Pergamene 7688b,San Giorgio in Braida (ASVat FV 1),Pergamene,7688b,Originale,n.d.,n.d.,1195 05 05,Iohannes domini Henrici regis notarius,1195 05 05,,No,FV SG Pergamene
2194,2194,FV SG Pergamene 7782a,San Giorgio in Braida (ASVat FV 1),Pergamene,7782a,Originale,n.d.,n.d.,1198 04 30,Ubertinus sacri palatii notarius,1198 04 30,,No,FV SG Pergamene
2195,2195,FV SG Pergamene 7782b,San Giorgio in Braida (ASVat FV 1),Pergamene,7782b,Originale,n.d.,n.d.,1198 05 01,Ubertinus sacri palatii notarius,1198 05 01,,No,FV SG Pergamene
2196,2196,FV SG Pergamene 7938b,San Giorgio in Braida (ASVat FV 1),Pergamene,7938b,Originale,n.d.,n.d.,1101 01 29- 1200 01 29,Frugardus imperatoris magni notarius,1101 01 29, 1200 01 29,No,FV SG Pergamene
2197,2197,FV SG Pergamene 7939a,San Giorgio in Braida (ASVat FV 1),Pergamene,7939a,Originale,n.d.,n.d.,1200 02 15,Albertus domini imperatoris notarius,1200 02 15,,No,FV SG Pergamene
2198,2198,SGV Pergamene 1,San Giovanni in Valle,Pergamene,1,Originale,m. 9,/iipzoom/image.php?collect=SGV%20Pergamene&imgname=ASVr_SGV_1r.tif,1001 00 00-1100 00 00,Iohannes notarius,1001 00 00,1100 00 00,&#9989;,SGV Pergamene
2199,2199,SGV Pergamene 2,San Giovanni in Valle,Pergamene,2,XIII secolo,4 28 <depennato?> 22,n.d.,1161 11 21,Adam domini Frederici Romanorum imperatoris notarius,1161 11 21,,No,SGV Pergamene
2199,2199,SGV Pergamene 2,San Giovanni in Valle,Pergamene,2,XIII secolo,4 28 <depennato?> 22,n.d., 1195 08 21, Rugerinus notarius, 1195 08 21,,No,SGV Pergamene
2199,2199,SGV Pergamene 2,San Giovanni in Valle,Pergamene,2,XIII secolo,4 28 <depennato?> 22,n.d., 1195 11 28,, 1195 11 28,,No,SGV Pergamene
2200,2200,SGV Pergamene 3,San Giovanni in Valle,Pergamene,3,Originale,1 I,/iipzoom/image.php?collect=SGV%20Pergamene&imgname=ASVr_SGV_3r.tif,1168 02 18,Albertus domini imperatoris notarius,1168 02 18,,&#9989;,SGV Pergamene
2201,2201,SGV Pergamene 4,San Giovanni in Valle,Pergamene,4,Originale,12 II,/iipzoom/image.php?collect=SGV%20Pergamene&imgname=ASVr_SGV_4r.tif,1172 03 26,Conradus notarius sacri palacii,1172 03 26,,&#9989;,SGV Pergamene
2202,2202,SGV Pergamene 5,San Giovanni in Valle,Pergamene,5,Copia XII secolo Adam domini Frederici Romanorum imperatoris notarius; Mazolus sacri palacii notarius,21 IV,/iipzoom/image.php?collect=SGV%20Pergamene&imgname=ASVr_SGV_5r.tif,1195 08 21,Armainus sacri palacii notarius,1195 08 21,,&#9989;,SGV Pergamene
2203,2203,SLM Pergamene Diplomi 1,San Leonardo in Monte,Pergamene,Diplomi 1,Originale,c. 2 m. 1 n. 1,n.d.,1138 00 00,Documento papale,1138 00 00,,No,SLM Pergamene
2204,2204,SLM Pergamene Angiari 1,San Leonardo in Monte,Pergamene,Angiari 1,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_1r.tif,1122 03 04,Martinus notarius sacri palacii,1122 03 04,,&#9989;,SLM Pergamene
2205,2205,SLM Pergamene Angiari 2,San Leonardo in Monte,Pergamene,Angiari 2,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_2r.tif,1140 05 26 ,Dodo notarius,1140 05 26 ,,&#9989;,SLM Pergamene
2205,2205,SLM Pergamene Angiari 2,San Leonardo in Monte,Pergamene,Angiari 2,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_2r.tif, 1140 05 26,, 1140 05 26,,&#9989;,SLM Pergamene
2206,2206,SLM Pergamene Angiari 3,San Leonardo in Monte,Pergamene,Angiari 3,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_3r.tif,1161 10 19,Bernardus notarius sacri palacii,1161 10 19,,&#9989;,SLM Pergamene
2207,2207,SLM Pergamene Angiari 4,San Leonardo in Monte,Pergamene,Angiari 4,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_4r.tif,1187 06 21,Bonifacius qui Arrius dicor sacri palacii notarius,1187 06 21,,&#9989;,SLM Pergamene
2208,2208,SLM Pergamene Angiari 5,San Leonardo in Monte,Pergamene,Angiari 5,Originale,c. 6,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Angiari_5r.tif,1190 04 11,Bonifacius qui Arrius dicor sacri palacii notarius,1190 04 11,,&#9989;,SLM Pergamene
2209,2209,SLM Pergamene Avesa 1,San Leonardo in Monte,Pergamene,Avesa 1,Originale,c. 10,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Avesa_1r.tif,1179 02 05,Rodulfinus Dei gratia Federici imperatoris notarius,1179 02 05,,&#9989;,SLM Pergamene
2210,2210,SLM Pergamene Avesa 2,San Leonardo in Monte,Pergamene,Avesa 2,Originale,c. 10,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Avesa_2r.tif,1191 09 02,Rodulfinus Dei gratia Federici imperatoris notarius,1191 09 02,,&#9989;,SLM Pergamene
2211,2211,SLM Pergamene Avesa 3,San Leonardo in Monte,Pergamene,Avesa 3,Originale,c. 10,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Avesa_3r.tif,1197 05 04,Rodulfinus Dei gratia Federici imperatoris notarius,1197 05 04,,&#9989;,SLM Pergamene
2212,2212,SLM Pergamene Avesa 4,San Leonardo in Monte,Pergamene,Avesa 4,Originale,c. 10,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Avesa_4r.tif,1198 04 23,Rodulfinus Dei gratia Federici imperatoris notarius,1198 04 23,,&#9989;,SLM Pergamene
2213,2213,SLM Pergamene Avesa 5,San Leonardo in Monte,Pergamene,Avesa 5,Originale,c. 10,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Avesa_5r.tif,1198 12 17,Rodulfinus Dei gratia Federici imperatoris notarius,1198 12 17,,&#9989;,SLM Pergamene
2214,2214,SLM Pergamene Baldaria 1,San Leonardo in Monte,Pergamene,Baldaria 1,Originale,c. 9,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Baldaria_1r.tif,1194 01 27,Magnanus domini Federici imperatoris notarius,1194 01 27,,&#9989;,SLM Pergamene
2215,2215,SLM Pergamene Bure 1,San Leonardo in Monte,Pergamene,Bure 1,"Aldus de Laurentio domini Federici regis notarius, copia XIII secolo.",c. 13,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Bure_1r.tif,1196 12 01,Petrus domini Federici imperatoris notarius,1196 12 01,,&#9989;,SLM Pergamene
2216,2216,SLM Pergamene Calmasino 1,San Leonardo in Monte,Pergamene,Calmasino 1,Originale,c. 48,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Calmasino_1r.tif,1194 04 02,Açolinus domini Frederici imperatoris notarius,1194 04 02,,&#9989;,SLM Pergamene
2217,2217,SLM Pergamene Castelrotto 1,San Leonardo in Monte,Pergamene,Castelrotto 1,Originale,c. 18,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Castelrotto_1r.tif,1185 03 24,Albertus domini imperatoris notarius,1185 03 24,,&#9989;,SLM Pergamene
2218,2218,SLM Pergamene Castelrotto 2,San Leonardo in Monte,Pergamene,Castelrotto 2,Originale,c. 18,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Castelrotto_2r.tif,1193 03 30,Enricus Bonifacii Veronensis comitis tabellio et ab imperatore Frederico confirmatus,1193 03 30,,&#9989;,SLM Pergamene
2219,2219,SLM Pergamene Castelrotto 3,San Leonardo in Monte,Pergamene,Castelrotto 3,Originale,c. 18,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Castelrotto_3r.tif,1200 10 29,Albertus domini Henrici imperatoris notarius,1200 10 29,,&#9989;,SLM Pergamene
2220,2220,SLM Pergamene Colonia 1,San Leonardo in Monte,Pergamene,Colonia 1,Originale,c. 5,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Cologna_1r.tif,1149 04 05,Lafrancus notarius,1149 04 05,,&#9989;,SLM Pergamene
2221,2221,SLM Pergamene Colonia 2,San Leonardo in Monte,Pergamene,Colonia 2,Originale,c. 5,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Cologna_2r.tif,1166 10 24,Conradus notarius sacri palacii,1166 10 24,,&#9989;,SLM Pergamene
2222,2222,SLM Pergamene Colonia 3,San Leonardo in Monte,Pergamene,Colonia 3,Falconus de Avesa notarius domini Conradi regis,c. 24,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Ecclesia_et_altaribus_1r.tif,1179 04 28,Bonawisa domini Federici Romanorum imperatoris notarius,1179 04 28,,&#9989;,SLM Pergamene
2223,2223,SLM Pergamene Fumane 1,San Leonardo in Monte,Pergamene,Fumane 1,Originale,c. 14,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Fumane_1r.tif,1199 02 19,Bernardinus sacri palacii notarius,1199 02 19,,&#9989;,SLM Pergamene
2224,2224,SLM Pergamene Garda 1,San Leonardo in Monte,Pergamene,Garda 1,Originale,c. 42,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Garda_1r.tif,1195 07 00,Bernardus qui Menaçocus dicor domini regis Enrici notarius,1195 07 00,,&#9989;,SLM Pergamene
2225,2225,SLM Pergamene Inventari 1,San Leonardo in Monte,Pergamene,Inventari 1,Originale,c. 24,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Inventari_1r.tif,1157 10 16,Lafrancus notarius sacri palacii,1157 10 16,,&#9989;,SLM Pergamene
2226,2226,SLM Pergamene Inventari 4,San Leonardo in Monte,Pergamene,Inventari 4,Originale,n.d.,n.d.,1182 00 00-1300 00 00,Atto non convalidato,1182 00 00,1300 00 00,No,SLM Pergamene
2227,2227,SLM Pergamene Lavagno 1,San Leonardo in Monte,Pergamene,Lavagno 1,Originale,c. 44,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Lavagno_1r.tif,1187 06 20,Isnardus domini Frederici imperatoris notarius,1187 06 20,,&#9989;,SLM Pergamene
2228,2228,SLM Pergamene Lavagno 2,San Leonardo in Monte,Pergamene,Lavagno 2,Originale,c. 44,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Lavagno_2r.tif,1192 02 02,Vivianus notarius sacri palacii,1192 02 02,,&#9989;,SLM Pergamene
2229,2229,SLM Pergamene Legnago 1,San Leonardo in Monte,Pergamene,Legnago 1,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_1r.tif,1171 05 10,Gerardinus notarius sacri palacii,1171 05 10,,&#9989;,SLM Pergamene
2230,2230,SLM Pergamene Legnago 2,San Leonardo in Monte,Pergamene,Legnago 2,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_2r.tif,1183 10 00,Bonifacinus qui Arrius dicor sacri palacii notarius,1183 10 00,,&#9989;,SLM Pergamene
2231,2231,SLM Pergamene Legnago 3,San Leonardo in Monte,Pergamene,Legnago 3,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_3r.tif,1185 10 15,Giselbertinus domini Federici imperatoris notarius,1185 10 15,,&#9989;,SLM Pergamene
2232,2232,SLM Pergamene Legnago 4,San Leonardo in Monte,Pergamene,Legnago 4,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_4r.tif,1188 09 11,Bonifacinus qui Arrius dicor sacri palacii notarius,1188 09 11,,&#9989;,SLM Pergamene
2233,2233,SLM Pergamene Legnago 5,San Leonardo in Monte,Pergamene,Legnago 5,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_5r.tif,1189 02 05,Oto notarius sacri palacii,1189 02 05,,&#9989;,SLM Pergamene
2234,2234,SLM Pergamene Legnago 6,San Leonardo in Monte,Pergamene,Legnago 6,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_6r.tif,1190 09 09,Bonifacinus qui Arrius dicor sacri palacii notarius,1190 09 09,,&#9989;,SLM Pergamene
2235,2235,SLM Pergamene Legnago 7,San Leonardo in Monte,Pergamene,Legnago 7,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_7r.tif,1190 09 09 ,Bonifacinus qui Arrius dicor sacri palacii notarius,1190 09 09 ,,&#9989;,SLM Pergamene
2235,2235,SLM Pergamene Legnago 7,San Leonardo in Monte,Pergamene,Legnago 7,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_7r.tif, 1190 09 09,, 1190 09 09,,&#9989;,SLM Pergamene
2236,2236,SLM Pergamene Legnago 8,San Leonardo in Monte,Pergamene,Legnago 8,Originale,c. 8,/iipzoom/image.php?collect=SLM%20Pergamene&imgname=ASVr_SLM_Legnago_8r.tif,1194 10 22,Giselbertinus notarius domini Federici imperatoris,1194 10 22,,&#9989;,SLM Pergamene
